title,description,difficulty,prep_time,cook_time,servings,ingredients,instructions,calories,protein,fats,carbs,tags,source_url
"Pan-fried scallops over puréed sunchokes","Delicate scallops served over creamy sunchoke purée.","easy",35,0,4,"[{""name"":""scallops"",""amount"":""300"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""sunchokes"",""amount"":""500"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""shallots"",""amount"":""3"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""40"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""chicken stock"",""amount"":""300"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cilantro"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""mint"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lime juice"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""nutmeg"",""amount"":""½"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Peel and finely chop garlic and shallots. Peel sunchokes and cut into small cubes."",""In a small saucepan, melt butter and add garlic, shallots, and sunchokes and sauté briefly. Pour in chicken stock and season with nutmeg, salt, and pepper, and let simmer."",""In the meantime, heat oil in a frying pan over medium-high heat. Transfer scallops to the pan. Carefully sear on both sides until golden brown, approx. 1 – 2 min. on each side, then add lime juice and season with salt and pepper."",""As soon as sunchokes are soft, purée everything together in the saucepan."",""Remove leaves from cilantro and mint. Arrange sunchoke purée on a serving plate, top with scallops, and garnish with mint, cilantro, and some freshly peeled sunchokes.""]",298,8,13,35,"scallops,gourmet,french,main","https://www.kitchenstories.com/en/recipes/pan-fried-scallops-over-pureed-sunchokes"
"Lobster roll","Classic New England lobster roll.","easy",30,9,4,"[{""name"":""lobster tail"",""amount"":""1"",""unit"":"""",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""hot dog buns"",""amount"":""4"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""escarole"",""amount"":""¼"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""10"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""celery"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""egg yolk"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""mustard"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""vegetable oil"",""amount"":""150"",""unit"":""ml"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""Cognac"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""ketchup"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Thinly slice endive. Roughly chop parsley. Cut celery crosswise into half-moons."",""In a large saucepan, cook the lobster in salted boiling water for approx. 7 – 9 min. When the lobster is finished, it will separate from the shell. Dice into medium sized pieces."",""In a large bowl, beat together egg yolk and half of the mustard. Slowly add a steady stream of oil while whisking constantly until a mayonnaise-like consistency is formed."",""Now add the cognac, the rest of the mustard, lemon juice, salt, pepper, and ketchup. Whisk thoroughly until well incorporated."",""In a separate large bowl, mix together the endive, parsley, celery, and lobster with the cocktail sauce. Season to taste with salt and pepper. Cut the hot dog buns lengthwise, but not all the way through. Fill the bun with lobster salad and garnish with parsley, if desired. Enjoy!""]",493,12,39,24,"lobster,sandwich,american,main","https://www.kitchenstories.com/en/recipes/lobster-roll"
"Mussel pasta","Mussels and pasta in a flavorful tomato broth.","easy",35,30,2,"[{""name"":""mussels"",""amount"":""750"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""pasta"",""amount"":""300"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""celery"",""amount"":""2"",""unit"":""stalks"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""white wine"",""amount"":""200"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""15"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""thyme"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""canned crushed tomato"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""vegetable broth"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""fennel seed"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""50"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Peel and dice the onions and garlic. Dice the celery. Finely chop the parsley."",""In a large pot, heat the olive oil. Add half of the celery together with the onions and garlic until translucent. Add the fennel seeds, thyme, and mussels. Deglaze everything with the white wine and vegetable stock and briefly bring to a boil. Season with salt and pepper to taste. Then cover and cook over medium heat for approx. 15 min."",""Now drain the mussels in a sieve and collect the broth in a large bowl. Heat butter and olive oil in a large pan, then sauté the remaining celery. Then immediately deglaze with 300 ml of mussel broth and the canned tomatoes. Season to taste with salt and pepper. Let the sauce simmer for approx. 15 min. In the meantime, prepare the pasta water and cook the pasta according to package instructions. Scrape the mussels from their shells and set aside."",""Add the pasta to the sauce along with the mussel meat and parsley and let everything sit for approx. 2 min. Then serve immediately.""]",1330,67,17,143,"mussels,pasta,italian,main","https://www.kitchenstories.com/en/recipes/miesmuschel-pasta"
"Tuna steak with cucumber guacamole","Seared tuna with fresh cucumber guacamole.","easy",20,1,2,"[{""name"":""tuna fillet (sushi-grade)"",""amount"":""800"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""avocados"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cucumber"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""red onion"",""amount"":""½"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""cilantro"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""jalapeño"",""amount"":""½"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lime (juice)"",""amount"":""½"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""orange (juice)"",""amount"":""½"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""cumin"",""amount"":""½"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Peel the onion and garlic and finely chop. Chop cilantro, halve jalapeño, remove seeds, and finely chop. Wash cucumber, halve, and finely dice. For the guacamole, halve avocados and remove pit and flesh. Transfer half of the flesh to the bowl and mash. Mix with lime juice and orange juice until creamy. Add onion, cilantro, and jalapeño, and mix to combine. Season with garlic, cumin, and salt to taste."",""Dice the remaining avocado and fold into the guacamole along with cucumber."",""Season the tuna fillets with salt and pepper, rub with oil, and fry in a nonstick pan set over high heat. Fry for approx. 30 – 60 sec. on each side, for a rare seared steak. Serve immediately with a side of the guacamole, a sprinkle of lemon juice, and a drizzle of olive oil.""]",1307,101,94,16,"tuna,seared,healthy,main","https://www.kitchenstories.com/en/recipes/tuna-steak-with-cucumber-guacamole"
"Grilled whole lobster","Grilled lobster with lemon butter.","medium",40,10,1,"[{""name"":""lobster"",""amount"":""1"",""unit"":""whole"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""4"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""lemon juice"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""minced garlic"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Parboil the lobster in boiling water for approx. 5 min."",""Remove the lobster and shock it in an ice bath to stop further cooking."",""Slice the lobster lengthwise into two halves and clean out the tomalley."",""Cut small slits in the claws to vent while cooking."",""Brush the exposed meat with melted butter, lemon juice, salt, pepper, and minced garlic."",""Grill the lobster on medium heat: cook flesh side down for 5 min and then shell side down for another 5 min.""]",538,17,52,3,"lobster,grilled,luxe,main","https://www.kitchenstories.com/en/recipes/grilled-whole-red-lobster"
"Linguine with tuna sauce","Quick linguine with creamy tuna sauce.","easy",25,0,2,"[{""name"":""linguine"",""amount"":""300"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""canned tuna"",""amount"":""370"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""vegetable broth"",""amount"":""350"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cream"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""white balsamic vinegar condimento"",""amount"":""50"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""jarred pitted green olives"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""anchovies"",""amount"":""2"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""chili"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""Parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""extra-virgin olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""tomato paste"",""amount"":""2"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cook the linguine in salted water according to package instructions."",""Peel and dice the garlic and onions. Cut the chili into slices. Chop the anchovies. Grate the Parmesan cheese. Strain the tuna in a sieve."",""Heat the olive oil in a frying pan. Sauté the onions, garlic, and chili. Add the tomato paste and sauté briefly. Then add vinegar, broth, and cream, bring to a boil and simmer for 3-5 minutes. Tear the tuna apart and add to the sauce, along with the olives and anchovies. Season to taste with salt and pepper."",""Drain the pasta. Mix with the tuna sauce and serve. Sprinkle with Parmesan cheese and garnish with parsley.""]",500,25,20,55,"pasta,tuna,italian,quick,main","https://www.kitchenstories.com/en/recipes/thunfisch-pasta-4e9d"
"Pollock with tomatoes and fennel","Pollock cooked with tomatoes and fennel over couscous.","easy",30,0,4,"[{""name"":""couscous"",""amount"":""250"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""pollock"",""amount"":""600"",""unit"":""g"",""category"":""key"",""substitutes"":[""cod""],""notes"":""""},{""name"":""tomatoes"",""amount"":""400"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""fennel"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""½"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""balsamic vinegar (white)"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""white wine"",""amount"":""20"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Allow couscous to stand and cook in boiled water according to package instructions and set aside."",""Mince garlic. Cut tomatoes into wedges. Finely slice lemon and fennel."",""Sauté fennel in some olive oil for approx. 3 – 4 min. until translucent, add garlic and sauté for 30 sec. Add tomatoes and cook for an additional 3 – 4 min. Season with salt and pepper. Deglaze pan with vinegar and wine."",""Place pollock on top of the tomato fennel mixture. Top each piece of fish with a slice of lemon, season with salt and pepper and cook covered over medium heat for approx. 8 – 10 min. until the pollock is opaque throughout. Serve over couscous.""]",253,34,3,22,"fish,mediterranean,healthy,main","https://www.kitchenstories.com/en/recipes/halibut-with-tomatoes-and-fennel"
"Turbot a la Bordelaise with Swiss chard","Turbot with herb crust served on Swiss chard.","easy",30,25,2,"[{""name"":""turbot"",""amount"":""500"",""unit"":""g"",""category"":""key"",""substitutes"":[""halibut""],""notes"":""""},{""name"":""Swiss chard"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""red pepper"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""mushrooms"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""2"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""bread crumbs"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cherry tomatoes"",""amount"":""7"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""mustard"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""1"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""nutmeg"",""amount"":""½"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat the oven to 180°C/355°F. Finely chop parsley and garlic clove. Finely dice pepper and mushrooms."",""Mix everything in a large bowl with breadcrumbs, mustard, olive oil, and salt and pepper. Add water until it forms a spreadable panade."",""Spread the panade evenly over the fish fillets."",""Place the fish on a lined baking tray and bake in a preheated oven at 220°C/430°F for approx. 8 – 10 min until golden."",""Slice Swiss chard into strips and halve cherry tomatoes."",""Sauté Swiss chard in some oil with a crushed garlic clove. Add cherry tomatoes and sauté, seasoning with nutmeg and salt and pepper. Serve by placing a baked fish fillet on top of Swiss chard.""]",376,47,15,12,"fish,french,elegant,main","https://www.kitchenstories.com/en/recipes/turbot-a-la-bordelaise-with-swiss-chard"
"5-ingredient toasted green goddess and tuna salad sandwich","Toasted sandwich with tuna and green goddess dressing.","easy",15,0,2,"[{""name"":""canned tuna"",""amount"":""180"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""sourdough bread"",""amount"":""4"",""unit"":""slices"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""green goddess dressing"",""amount"":""6"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""celery"",""amount"":""1"",""unit"":""stalk"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""shallot"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Thinly slice celery and add to a bowl."",""Thinly slice shallot and add to the bowl."",""Drain tuna and flake into the bowl."",""Add green goddess dressing, season with salt and pepper to taste, and mix to combine."",""Heat a frying pan over medium high heat."",""Add butter."",""Place one slice of bread in the pan and let toast for approx. 2 min."",""Spoon over some of the tuna salad."",""Top with the other slice of bread, add more butter to the pan, and flip."",""Toast until golden brown."",""Remove from heat and enjoy immediately!""]",726,33,31,75,"sandwich,tuna,quick,main","https://www.kitchenstories.com/en/recipes/5-ingredient-toasted-green-goddess-and-tuna-salad-sandwich"
"Make a Niçoise-ish salad with Devan","A fresh take on the classic Niçoise salad with tuna.","easy",35,20,2,"[{""name"":""canned tuna"",""amount"":""150"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""green beans"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""new potatoes"",""amount"":""250"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cucumber"",""amount"":""½"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""eggs"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""capers"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""grainy mustard"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lemon juice"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""5"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat the oven to 200°C/400°F. Trim ends off green beans. Halve or quarter potatoes. Cut cucumber into long angled slices."",""Add green beans and potatoes to a baking sheet. Drizzle with olive oil and season with salt and pepper. Toss to combine, then transfer to the oven and let roast for approx. 20 min., or until green beans are charred and potatoes are a bit browned and crisp on the bottom."",""In the meantime, bring a large pot of water to a boil over medium-high heat. Once boiling, add eggs. Boil for approx. 7 - 8 min., then remove and run under cold running water. Once cool enough to handle, peel, break or slice in half, and set aside."",""Add capers, mustard, lemon juice, and olive oil to a bowl. Grate in the garlic, season with salt and pepper, and mix to make the dressing. Assemble the roasted vegetables on a plate with tuna, cucumber, parsley, and eggs. Drizzle everything with the caper dressing and serve. Enjoy!""]",575,25,39,34,"salad,tuna,french,nicoise,main","https://www.kitchenstories.com/en/recipes/nicoise-ish-salad"
"Russian salad","Classic Russian salad with herring and vegetables.","hard",90,0,8,"[{""name"":""pickled herring"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""eggs"",""amount"":""9"",""unit"":""pieces"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""ham"",""amount"":""80"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""chicken"",""amount"":""80"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""sausage"",""amount"":""80"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""gherkins"",""amount"":""8"",""unit"":""pieces"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""potatoes"",""amount"":""3"",""unit"":""medium-sized"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""carrots"",""amount"":""2"",""unit"":""medium-sized"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""peas"",""amount"":""150"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""mustard"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""vegetable oil"",""amount"":""300"",""unit"":""ml"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""1"",""unit"":""pieces"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Add two thirds of the eggs to a saucepan and cover with cold water. Bring to a boil and allow to cook for 7 – 8 min. Remove from saucepan and immediately transfer to an ice bath or rinse with cold water. Peel when cool enough to handle."",""Slice eggs. Dice pickled herring, cooked meat, and gherkins. Finely chop chives. Peel potatoes and carrot and cut into small cubes."",""Add carrot cubes to a saucepan with lightly salted boiling water and blanch for approx. 3 – 4 min. Remove from water and immediately transfer to an ice bath."",""Then, add peas to boiling water and blanch for approx. 2 – 3 min. Transfer to ice bath and allow to cool for approx. 3 – 5 min. Remove carrots and peas from ice bath and set aside."",""In another saucepan, bring lightly salted water to a boil. Add potato cubes and continue to cook for approx. 10 – 13 min. until cooked through. Then remove from water and set aside."",""Separate remaining eggs and add egg yolk to a bowl. Add mustard and whisk to combine."",""In a steady stream, add vegetable oil to egg yolks while stirring constantly. Whisk until fully incorporated. Then, season to taste with salt, pepper, and lemon juice."",""Add potatoes, carrots, peas, gherkins, eggs, cooked meat, pickled herring, and chives to a large bowl. Add mayonnaise and season to taste with salt, pepper, and zest and juice of remaining lemon. Mix carefully to combine all ingredients.""]",638,20,59,8,"russian,salad,herring,main","https://www.kitchenstories.com/en/recipes/russian-salad"
"Angel hair pasta with shrimp in white wine sauce","Delicate angel hair pasta with shrimp and white wine.","easy",25,0,2,"[{""name"":""long pasta"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""shrimp"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""¼"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""white wine"",""amount"":""50"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""cold butter"",""amount"":""1"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""for frying""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cook pasta in plenty of salted boiling water, according to package instructions, for approx. 5 – 7 min. until al dente. Drain, save some pasta water and set aside."",""Finely chop parsley and garlic."",""Heat up some olive oil in a frying pan and sear shrimp for approx. 3 – 4 min. until opaque."",""Add garlic and sauté for approx. 2 – 3 min. until fragrant. Deglaze pan with white wine."",""Stir in cold butter to bind the sauce. Season with salt and pepper."",""Toss cooked pasta briefly in sauce. Add lemon juice. Stir in chopped parsley and serve in deep plates.""]",466,25,6,72,"pasta,shrimp,italian,elegant,main","https://www.kitchenstories.com/en/recipes/angel-hair-pasta-with-shrimp-in-white-wine-sauce"
"Make kimbap with Devan","Korean rolled rice with vegetables (vegetarian version).","easy",45,0,2,"[{""name"":""sushi rice"",""amount"":""200"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""dried seaweed sheets"",""amount"":""2"",""unit"":""sheets"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""mini cucumber"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""carrot"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""green beans"",""amount"":""12"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""Swiss chard"",""amount"":""5"",""unit"":""leaves"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""eggs"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""rice vinegar"",""amount"":""100"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""sugar"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""soy sauce"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""toasted sesame oil"",""amount"":"""",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Add sushi rice to a fine sieve and rinse, swirling with your hands, until the water runs mostly clear. Drain as much as you can and transfer to a pot. Add water and bring rice to a boil over medium-high heat. Once boiling, reduce the heat to low, cover, and let cook for approx. 10 – 12 min. Remove from heat and let rest, covered."",""Trim ends from cucumber, quarter, remove seeds, and slice into long strips. Peel carrot, slice thinly at an angle into coins, then slice into long matchsticks. Trim ends from green beans. Remove stems from Swiss chard leaves. Mince garlic and ginger."",""Add green beans, half the garlic, half the ginger, and soy sauce to a bowl. Season with salt and pepper and a pinch of sugar. Toss to combine, then set aside. Whisk rice vinegar, sugar, and salt in a bowl until the sugar and salt dissolve. Add carrots and cucumber, tossing well to combine. Set aside."",""Whisk eggs in a bowl and season with salt. Heat a large nonstick frying pan over medium-high heat. Add some toasted sesame oil, then add eggs and tilt the pan to make a thin omelette that fills the pan. Once the bottom is set, carefully flip the omelette, and let cook for approx. 1 min. more. Once the second side is set, remove to a cutting board and slice the omelette into strips."",""Using the same pan you made the eggs in, stir fry the green beans over medium-high heat until crisp tender, approx. 5 min. Remove from heat, then wipe out and fill the pan with water. Bring to a simmer, then blanch the Swiss chard leaves. Drain well and squeeze really well to remove all excess water. Season with remaining garlic, ginger, some toasted sesame oil, and salt. Gently mix rice with toasted sesame oil and salt to season."",""To assemble the kimbap, place a sheet of nori (shiny side down) on a bamboo rolling mat. Spread half the rice over the nori, leaving about 2 inches exposed on the top. Place half the green beans, Swiss chard, chives, egg strips, and pickled cucumber and carrot (draining well) into the center of the rice. Use the mat and both hands to help you roll the kimbap, pressing it into a very tight roll. Remove the roll and repeat. Brush the kimbap with some toasted sesame oil, then slice into thick pieces. Serve immediately or pack up and enjoy later.""]",579,16,12,99,"korean,kimbap,vegetarian,main","https://www.kitchenstories.com/en/recipes/make-kimbap-with-devan"
